1    851417  0.5918951517595206  0  7.160348852196079e-06
53732  vmehqlabbbz  0  3.475939546459408e-07  1  2.1481046556588235e-05
53733  vmen  1  1.0427818639378223e-06  0  7.160348852196079e-06
53734  vmeng  1  1.0427818639378223e-06  0  7.160348852196079e-06
53735  vmgdzzy  0  3.475939546459408e-07  1  2.1481046556588235e-05
53736  vmghesyqpgzyz  0  3.475939546459408e-07  1  2.1481046556588235e-05
53737  vmh  1  1.0427818639378223e-06  0  7.160348852196079e-06
53738  vmhnej  0  3.475939546459408e-07  1  2.1481046556588235e-05
53739  vmhq  0  3.475939546459408e-07  1  2.1481046556588235e-05
53740  vmjexljkx  0  3.475939546459408e-07  1  2.1481046556588235e-05
53741  vmjj  1  1.0427818639378223e-06  0  7.160348852196079e-06
53742  vmkc  1  1.0427818639378223e-06  0  7.160348852196079e-06
53743  vml  0  3.475939546459408e-07  1  2.1481046556588235e-05
53744  vmlinux  5  3.823533501105349e-06  0  7.160348852196079e-06
53745  vmlinuz  9  6.604285138272875e-06  0  7.160348852196079e-06
53746  vmlldybdyxj  0  3.475939546459408e-07  1  2.1481046556588235e-05
53747  vmmw  0  3.475939546459408e-07  1  2.1481046556588235e-05
53748  vmn  0  3.475939546459408e-07  1  2.1481046556588235e-05
53749  vmneailytus  0  3.475939546459408e-07  1  2.1481046556588235e-05
53750  vmo  0  3.475939546459408e-07  1  2.1481046556588235e-05
53751  vmoegxraziakkzslpyrbekiwdbnginexgbqusbe  0  3.475939546459408e-07  1  2.1481046556588235e-05
53752  vmogug  1  1.0427818639378223e-06  0  7.160348852196079e-06
53753  vmomo  0  3.475939546459408e-07  1  2.1481046556588235e-05
53754  vmoy  0  3.475939546459408e-07  1  2.1481046556588235e-05
53755  vmq  0  3.475939546459408e-07  1  2.1481046556588235e-05
53756  vmqbb  0  3.475939546459408e-07  1  2.1481046556588235e-05
53757  vmqs  1  1.0427818639378223e-06  0  7.160348852196079e-06
53758  vmqwpitaniarlmkpesa  0  3.475939546459408e-07  1  2.1481046556588235e-05
53759  vmribbvcbit  0  3.475939546459408e-07  1  2.1481046556588235e-05
53760  vmrwyf  1  1.0427818639378223e-06  0  7.160348852196079e-06
53761  vms  5  3.823533501105349e-06  0  7.160348852196079e-06
53762  vmsi  0  3.475939546459408e-07  1  2.1481046556588235e-05
53763  vmtfbbrerjtkc  0  3.475939546459408e-07  1  2.1481046556588235e-05
53764  vmtfnqqunjtkc  0  3.475939546459408e-07  1  2.1481046556588235e-05
53765  vmuc  0  3.475939546459408e-07  1  2.1481046556588235e-05
53766  vmujyty  0  3.475939546459408e-07  1  2.1481046556588235e-05
53767  vmvefusu  0  3.475939546459408e-07  1  2.1481046556588235e-05
53768  vmvt  1  1.0427818639378223e-06  0  7.160348852196079e-06
53769  vmware  8  5.909097228980993e-06  0  7.160348852196079e-06
53770  vmwx  1  1.0427818639378223e-06  0  7.160348852196079e-06
53771  vmxajuozuy  0  3.475939546459408e-07  1  2.1481046556588235e-05
53772  vmxj  1  1.0427818639378223e-06  0  7.160348852196079e-06
53773  vmyhffx  0  3.475939546459408e-07  1  2.1481046556588235e-05
53774  vmyz  0  3.475939546459408e-07  1  2.1481046556588235e-05
53775  vmz  0  3.475939546459408e-07  1  2.1481046556588235e-05
53776  vmzmvyigzyb  0  3.475939546459408e-07  1  2.1481046556588235e-05
53777  vmznvipcuxutlq  0  3.475939546459408e-07  1  2.1481046556588235e-05
53778  vmzqfaubqvj  0  3.475939546459408e-07  1  2.1481046556588235e-05
53779  vn  1  1.0427818639378223e-06  0  7.160348852196079e-06
53780  vnacb  0  3.475939546459408e-07  1  2.1481046556588235e-05
53781  vnacwncnnvbwv  0  3.475939546459408e-07  1  2.1481046556588235e-05
53782  vnano  0  3.475939546459408e-07  1  2.1481046556588235e-05
53783  vnao  1  1.0427818639378223e-06  0  7.160348852196079e-06
53784  vnarial  0  3.475939546459408e-07  1  2.1481046556588235e-05
53785  vnay  0  3.475939546459408e-07  1  2.1481046556588235e-05
53786  vnbf  1  1.0427818639378223e-06  0  7.160348852196079e-06
53787  vnbhuygwaczzzpe  1  1.0427818639378223e-06  0  7.160348852196079e-06
53788  vnc  1  1.0427818639378223e-06  0  7.160348852196079e-06
53789  vncc  0  3.475939546459408e-07  1  2.1481046556588235e-05
53790  vndqfgv  0  3.475939546459408e-07  1  2.1481046556588235e-05
53791  vnfp  1  1.0427818639378223e-06  0  7.160348852196079e-06
53792  vnfptlgmpaigopi  0  3.475939546459408e-07  1  2.1481046556588235e-05
53793  vnhibrmpxwo  1  1.0427818639378223e-06  0  7.160348852196079e-06
53794  vnibbduf  0  3.475939546459408e-07  1  2.1481046556588235e-05
53795  vnihopkkoxbrwoqmgavrgzdmtum  0  3.475939546459408e-07  1  2.1481046556588235e-05
53796  vnj  0  3.475939546459408e-07  1  2.1481046556588235e-05
53797  vnjkh  0  3.475939546459408e-07  1  2.1481046556588235e-05
53798  vnjlhihcakccoic  0  3.475939546459408e-07  1  2.1481046556588235e-05
53799  vnjyumjmxljezmy  0  3.475939546459408e-07  1  2.1481046556588235e-05
53800  vnkkvzd  1  1.0427818639378223e-06  0  7.160348852196079e-06
53801  vnl  0  3.475939546459408e-07  1  2.1481046556588235e-05
53802  vnlobxyd  0  3.475939546459408e-07  1  2.1481046556588235e-05
53803  vnlqfp  0  3.475939546459408e-07  1  2.1481046556588235e-05
53804  vnlsdfih  0  3.475939546459408e-07  1  2.1481046556588235e-05
53805  vnmxchgfjghfd  0  3.475939546459408e-07  1  2.1481046556588235e-05
53806  vnpethpkzokitpnxrmk  0  3.475939546459408e-07  1  2.1481046556588235e-05
53807  vnpf  0  3.475939546459408e-07  1  2.1481046556588235e-05
53808  vnrmw  0  3.475939546459408e-07  1  2.1481046556588235e-05
53809  vnrtxxrzfxf  2  1.737969773229704e-06  0  7.160348852196079e-06
53810  vns  0  3.475939546459408e-07  1  2.1481046556588235e-05
53811  vnsu  0  3.475939546459408e-07  1  2.1481046556588235e-05
53812  vnunet  1  1.0427818639378223e-06  0  7.160348852196079e-06
53813  vnunw  0  3.475939546459408e-07  1  2.1481046556588235e-05
53814  vnuxxhpmdm  0  3.475939546459408e-07  1  2.1481046556588235e-05
53815  vnwcd  1  1.0427818639378223e-06  0  7.160348852196079e-06
53816  vnwew  1  1.0427818639378223e-06  0  7.160348852196079e-06
53817  vnwmcgpc  0  3.475939546459408e-07  1  2.1481046556588235e-05
53818  vnxczodn  0  3.475939546459408e-07  1  2.1481046556588235e-05
53819  vnxt  0  3.475939546459408e-07  1  2.1481046556588235e-05
53820  vnyigemzw  0  3.475939546459408e-07  1  2.1481046556588235e-05
53821  vnz  0  3.475939546459408e-07  1  2.1481046556588235e-05
53822  vnzlkybaootkg  0  3.475939546459408e-07  1  2.1481046556588235e-05
53823  vnzw  0  3.475939546459408e-07  1  2.1481046556588235e-05
53824  vo  2  1.737969773229704e-06  0  7.160348852196079e-06
53825  voaluztmf  0  3.475939546459408e-07  1  2.1481046556588235e-05
53826  vocabulary  1  1.0427818639378223e-06  0  7.160348852196079e-06
53827  vocuiodd  0  3.475939546459408e-07  1  2.1481046556588235e-05
53828  vod  1  1.0427818639378223e-06  0  7.160348852196079e-06
53829  vodbzl  0  3.475939546459408e-07  1  2.1481046556588235e-05
53830  voencxobi  0  3.475939546459408e-07  1  2.1481046556588235e-05
53831  vog  0  3.475939546459408e-07  1  2.1481046556588235e-05
53832  vogffvdibfca  0  3.475939546459408e-07  1  2.1481046556588235e-05
53833  vohacgtzpu  1  1.0427818639378223e-06  0  7.160348852196079e-06
53834  voi  0  3.475939546459408e-07  1  2.1481046556588235e-05
53835  voice  17  1.2165788412607928e-05  0  7.160348852196079e-06
53836  voiced  1  1.0427818639378223e-06  0  7.160348852196079e-06
53837  voicemail  0  3.475939546459408e-07  1  2.1481046556588235e-05
53838  voicexml  2  1.737969773229704e-06  0  7.160348852196079e-06
53839  void  10  7.299473047564757e-06  0  7.160348852196079e-06
53840  voij  0  3.475939546459408e-07  1  2.1481046556588235e-05
53841  voil  1  1.0427818639378223e-06  0  7.160348852196079e-06
53842  voila  5  3.823533501105349e-06  0  7.160348852196079e-06
53843  voire  0  3.475939546459408e-07  1  2.1481046556588235e-05
53844  voiyt  0  3.475939546459408e-07  1  2.1481046556588235e-05
53845  vojwlwbr  0  3.475939546459408e-07  1  2.1481046556588235e-05
53846  vokmzh  0  3.475939546459408e-07  1  2.1481046556588235e-05
53847  voknoyxjhy  0  3.475939546459408e-07  1  2.1481046556588235e-05
53848  vokrvy  0  3.475939546459408e-07  1  2.1481046556588235e-05
53849  vokt  0  3.475939546459408e-07  1  2.1481046556588235e-05
53850  vol  1  1.0427818639378223e-06  0  7.160348852196079e-06
53851  volabbxpl  0  3.475939546459408e-07  1  2.1481046556588235e-05
53852  volatile  0  3.475939546459408e-07  1  2.1481046556588235e-05
53853  volatility  0  3.475939546459408e-07  1  2.1481046556588235e-05
53854  volbhcmfncmfwahm  0  3.475939546459408e-07  1  2.1481046556588235e-05
53855  volbhz  0  3.475939546459408e-07  1  2.1481046556588235e-05
53856  volcanoes  1  1.0427818639378223e-06  0  7.160348852196079e-06
53857  volga  1  1.0427818639378223e-06  0  7.160348852196079e-06
53858  volleyball  0  3.475939546459408e-07  1  2.1481046556588235e-05
53859  vols  1  1.0427818639378223e-06  0  7.160348852196079e-06
53860  voltage  1  1.0427818639378223e-06  0  7.160348852196079e-06
53861  volts  0  3.475939546459408e-07  1  2.1481046556588235e-05
53862  volume  8  5.909097228980993e-06  0  7.160348852196079e-06
53863  volumes  1  1.0427818639378223e-06  0  7.160348852196079e-06
53864  voluntary  3  2.4331576825215854e-06  0  7.160348852196079e-06
53865  volunteer  1  1.0427818639378223e-06  0  7.160348852196079e-06
53866  volunteers  2  1.737969773229704e-06  0  7.160348852196079e-06
53867  volzlcnnp  0  3.475939546459408e-07  1  2.1481046556588235e-05
53868  volztti  0  3.475939546459408e-07  1  2.1481046556588235e-05
53869  von  1  1.0427818639378223e-06  0  7.160348852196079e-06
53870  vona  0  3.475939546459408e-07  1  2.1481046556588235e-05
53871  voncf  0  3.475939546459408e-07  1  2.1481046556588235e-05
53872  vonl  0  3.475939546459408e-07  1  2.1481046556588235e-05
53873  vonwneva  1  1.0427818639378223e-06  0  7.160348852196079e-06
53874  voo  2  1.737969773229704e-06  0  7.160348852196079e-06
53875  voombktnzbk  0  3.475939546459408e-07  1  2.1481046556588235e-05
53876  vop  0  3.475939546459408e-07  1  2.1481046556588235e-05
53877  vops  0  3.475939546459408e-07  1  2.1481046556588235e-05
53878  voq  0  3.475939546459408e-07  1  2.1481046556588235e-05
53879  voqk  0  3.475939546459408e-07  1  2.1481046556588235e-05
53880  vor  0  3.475939546459408e-07  1  2.1481046556588235e-05
53881  vorcbbtk  0  3.475939546459408e-07  1  2.1481046556588235e-05
53882  vordel  1  1.0427818639378223e-06  0  7.160348852196079e-06
53883  vorelorybcvuxlieuttufjtcbmrudb  0  3.475939546459408e-07  1  2.1481046556588235e-05
53884  vorf  0  3.475939546459408e-07  1  2.1481046556588235e-05
53885  vorfig  0  3.475939546459408e-07  1  2.1481046556588235e-05
53886  vortex  0  3.475939546459408e-07  1  2.1481046556588235e-05
53887  vortexexs  0  3.475939546459408e-07  1  2.1481046556588235e-05
53888  vorzxpo  0  3.475939546459408e-07  1  2.1481046556588235e-05
53889  vos  1  1.0427818639378223e-06  0  7.160348852196079e-06
53890  vosn  0  3.475939546459408e-07  1  2.1481046556588235e-05
53891  vosni  0  3.475939546459408e-07  1  2.1481046556588235e-05
53892  vot  0  3.475939546459408e-07  1  2.1481046556588235e-05
53893  vote  24  1.70321037776511e-05  0  7.160348852196079e-06
53894  voted  1  1.0427818639378223e-06  0  7.160348852196079e-06
53895  votefor  0  3.475939546459408e-07  1  2.1481046556588235e-05
53896  voteon  0  3.475939546459408e-07  1  2.1481046556588235e-05
53897  voter  4  3.1283455918134672e-06  0  7.160348852196079e-06
53898  voterai  0  3.475939546459408e-07  1  2.1481046556588235e-05
53899  voters  1  1.0427818639378223e-06  0  7.160348852196079e-06
53900  votes  4  3.1283455918134672e-06  0  7.160348852196079e-06
53901  voting  3  2.4331576825215854e-06  0  7.160348852196079e-06
53902  votre  0  3.475939546459408e-07  1  2.1481046556588235e-05
53903  vou  0  3.475939546459408e-07  1  2.1481046556588235e-05
53904  vouch  2  1.737969773229704e-06  0  7.160348852196079e-06
53905  voucher  2  1.737969773229704e-06  0  7.160348852196079e-06
53906  vouchers  0  3.475939546459408e-07  1  2.1481046556588235e-05
53907  vous  5  3.823533501105349e-06  0  7.160348852196079e-06
53908  vov  0  3.475939546459408e-07  1  2.1481046556588235e-05
53909  vovcbj  0  3.475939546459408e-07  1  2.1481046556588235e-05
53910  vovevspg  0  3.475939546459408e-07  1  2.1481046556588235e-05
53911  vovevspjxkaxygywxpz  0  3.475939546459408e-07  1  2.1481046556588235e-05
53912  vovuju  0  3.475939546459408e-07  1  2.1481046556588235e-05
53913  vow  0  3.475939546459408e-07  1  2.1481046556588235e-05
53914  vowed  1  1.0427818639378223e-06  0  7.160348852196079e-06
53915  vowlag  0  3.475939546459408e-07  1  2.1481046556588235e-05
53916  vowrda  0  3.475939546459408e-07  1  2.1481046556588235e-05
53917  vowthktto  0  3.475939546459408e-07  1  2.1481046556588235e-05
53918  vowuvdp  0  3.475939546459408e-07  1  2.1481046556588235e-05
53919  vox  13  9.385036775440402e-06  0  7.160348852196079e-06
53920  voxeo  4  3.1283455918134672e-06  0  7.160348852196079e-06
53921  voxml  1  1.0427818639378223e-06  0  7.160348852196079e-06
53922  voyage  4  3.1283455918134672e-06  0  7.160348852196079e-06
53923  voyager  0  3.475939546459408e-07  1  2.1481046556588235e-05
53924  voycomp  0  3.475939546459408e-07  1  2.1481046556588235e-05
53925  voywun  0  3.475939546459408e-07  1  2.1481046556588235e-05
53926  voz  2  1.737969773229704e-06  0  7.160348852196079e-06
53927  vp  6  4.5187214103972305e-06  0  7.160348852196079e-06
53928  vpa  0  3.475939546459408e-07  1  2.1481046556588235e-05
53929  vpcqo  0  3.475939546459408e-07  1  2.1481046556588235e-05
53930  vpdmluzyb  0  3.475939546459408e-07  1  2.1481046556588235e-05
53931  vpdmugdghlihjlcg  0  3.475939546459408e-07  1  2.1481046556588235e-05
53932  vpdmugyxqgbgvhc  0  3.475939546459408e-07  1  2.1481046556588235e-05
53933  vpdmusihzpysbllw  0  3.475939546459408e-07  1  2.1481046556588235e-05
53934  vpdmvkigegdg  0  3.475939546459408e-07  1  2.1481046556588235e-05
53935  vpdmvkihroaxmgywdhaw  0  3.475939546459408e-07  1  2.1481046556588235e-05
53936  vpdmvkihrvdgfsicqgmtq  0  3.475939546459408e-07  1  2.1481046556588235e-05
53937  vpduuunxv  0  3.475939546459408e-07  1  2.1481046556588235e-05
53938  vpe  0  3.475939546459408e-07  1  2.1481046556588235e-05
53939  vpeq  0  3.475939546459408e-07  1  2.1481046556588235e-05
53940  vpgate  0  3.475939546459408e-07  1  2.1481046556588235e-05
53941  vpgu  0  3.475939546459408e-07  1  2.1481046556588235e-05
53942  vphy  0  3.475939546459408e-07  1  2.1481046556588235e-05
53943  vpi  0  3.475939546459408e-07  1  2.1481046556588235e-05
53944  vpjnpku  0  3.475939546459408e-07  1  2.1481046556588235e-05
53945  vpm  0  3.475939546459408e-07  1  2.1481046556588235e-05
53946  vpmg  0  3.475939546459408e-07  1  2.1481046556588235e-05
53947  vpn  2  1.737969773229704e-06  0  7.160348852196079e-06
53948  vpop  0  3.475939546459408e-07  1  2.1481046556588235e-05
53949  vpopmail  1  1.0427818639378223e-06  0  7.160348852196079e-06
53950  vpp  1  1.0427818639378223e-06  0  7.160348852196079e-06
53951  vppem  0  3.475939546459408e-07  1  2.1481046556588235e-05
53952  vppul  0  3.475939546459408e-07  1  2.1481046556588235e-05
53953  vppzhtvkkmp  0  3.475939546459408e-07  1  2.1481046556588235e-05
53954  vprcfdbm  0  3.475939546459408e-07  1  2.1481046556588235e-05
53955  vpsg  1  1.0427818639378223e-06  0  7.160348852196079e-06
53956  vpvi  0  3.475939546459408e-07  1  2.1481046556588235e-05
53957  vpwezjzxr  1  1.0427818639378223e-06  0  7.160348852196079e-06
53958  vpxf  0  3.475939546459408e-07  1  2.1481046556588235e-05
53959  vpxgbpcbuhjuc  0  3.475939546459408e-07  1  2.1481046556588235e-05
53960  vpxi  0  3.475939546459408e-07  1  2.1481046556588235e-05
53961  vpy  0  3.475939546459408e-07  1  2.1481046556588235e-05
53962  vpz  0  3.475939546459408e-07  1  2.1481046556588235e-05
53963  vpzgvzaaaa  0  3.475939546459408e-07  1  2.1481046556588235e-05
53964  vpzhsum  0  3.475939546459408e-07  1  2.1481046556588235e-05
53965  vq  2  1.737969773229704e-06  0  7.160348852196079e-06
53966  vqakypcdjdr  0  3.475939546459408e-07  1  2.1481046556588235e-05
53967  vqamntpaf  0  3.475939546459408e-07  1  2.1481046556588235e-05
53968  vqdwnlrfucuqqmeqq  0  3.475939546459408e-07  1  2.1481046556588235e-05
53969  vqe  0  3.475939546459408e-07  1  2.1481046556588235e-05
53970  vqg  0  3.475939546459408e-07  1  2.1481046556588235e-05
53971  vqgl  1  1.0427818639378223e-06  0  7.160348852196079e-06
53972  vqhi  1  1.0427818639378223e-06  0  7.160348852196079e-06
53973  vqimpe  0  3.475939546459408e-07  1  2.1481046556588235e-05
53974  vqiv  0  3.475939546459408e-07  1  2.1481046556588235e-05
53975  vqk  2  1.737969773229704e-06  0  7.160348852196079e-06
53976  vql  0  3.475939546459408e-07  1  2.1481046556588235e-05
53977  vqliniivbk  0  3.475939546459408e-07  1  2.1481046556588235e-05
53978  vqln  0  3.475939546459408e-07  1  2.1481046556588235e-05
53979  vqlqjubzx  0  3.475939546459408e-07  1  2.1481046556588235e-05
53980  vqnm  0  3.475939546459408e-07  1  2.1481046556588235e-05
53981  vqo  0  3.475939546459408e-07  1  2.1481046556588235e-05
53982  vqp  1  1.0427818639378223e-06  0  7.160348852196079e-06
53983  vqrjz  0  3.475939546459408e-07  1  2.1481046556588235e-05
53984  vqsoft  0  3.475939546459408e-07  1  2.1481046556588235e-05
53985  vqt  0  3.475939546459408e-07  1  2.1481046556588235e-05
53986  vqu  1  1.0427818639378223e-06  0  7.160348852196079e-06
53987  vqvpqeihancdhibhdwaqwhbushglfyhr  0  3.475939546459408e-07  1  2.1481046556588235e-05
53988  vqwanbq  1  1.0427818639378223e-06  0  7.160348852196079e-06
53989  vqx  0  3.475939546459408e-07  1  2.1481046556588235e-05
53990  vqzxs  0  3.475939546459408e-07  1  2.1481046556588235e-05
53991  vr  3  2.4331576825215854e-06  0  7.160348852196079e-06
53992  vralcbvczi  1  1.0427818639378223e-06  0  7.160348852196079e-06
53993  vram  1  1.0427818639378223e-06  0  7.160348852196079e-06
53994  vrbxeha  1  1.0427818639378223e-06  0  7.160348852196079e-06
53995  vrcmnldyn  0  3.475939546459408e-07  1  2.1481046556588235e-05
53996  vrdfgnqfaubqfbwpsh  0  3.475939546459408e-07  1  2.1481046556588235e-05
53997  vresp  0  3.475939546459408e-07  1  2.1481046556588235e-05
53998  vret  0  3.475939546459408e-07  1  2.1481046556588235e-05
53999  vrf  0  3.475939546459408e-07  1  2.1481046556588235e-05
54000  vrh  0  3.475939546459408e-07  1  2.1481046556588235e-05
54001  vrhbu  0  3.475939546459408e-07  1  2.1481046556588235e-05
54002  vrier  0  3.475939546459408e-07  1  2.1481046556588235e-05
54003  vrisnt  0  3.475939546459408e-07  1  2.1481046556588235e-05
54004  vriuabfpggjckivyhwval  0  3.475939546459408e-07  1  2.1481046556588235e-05
54005  vrj  1  1.0427818639378223e-06  0  7.160348852196079e-06
54006  vrjc  0  3.475939546459408e-07  1  2.1481046556588235e-05
54007  vrk  0  3.475939546459408e-07  1  2.1481046556588235e-05
54008  vrnjf  0  3.475939546459408e-07  1  2.1481046556588235e-05
54009  vro  0  3.475939546459408e-07  1  2.1481046556588235e-05
54010  vroepvkbimstotvtob  0  3.475939546459408e-07  1  2.1481046556588235e-05
54011  vrokj  0  3.475939546459408e-07  1  2.1481046556588235e-05
54012  vroom  1  1.0427818639378223e-06  0  7.160348852196079e-06
54013  vrotimi  0  3.475939546459408e-07  1  2.1481046556588235e-05
54014  vrpfw  0  3.475939546459408e-07  1  2.1481046556588235e-05
54015  vrpqt  0  3.475939546459408e-07  1  2.1481046556588235e-05
54016  vrrkmskxmawurihyjmz  0  3.475939546459408e-07  1  2.1481046556588235e-05
54017  vrsv  0  3.475939546459408e-07  1  2.1481046556588235e-05
54018  vrt  0  3.475939546459408e-07  1  2.1481046556588235e-05
54019  vrtqqo  0  3.475939546459408e-07  1  2.1481046556588235e-05
54020  vrwat  0  3.475939546459408e-07  1  2.1481046556588235e-05
54021  vrx  0  3.475939546459408e-07  1  2.1481046556588235e-05
54022  vrxporvvuvgz  0  3.475939546459408e-07  1  2.1481046556588235e-05
54023  vrybam  0  3.475939546459408e-07  1  2.1481046556588235e-05
54024  vrypg  0  3.475939546459408e-07  1  2.1481046556588235e-05
54025  vs  85  5.9438566244455874e-05  0  7.160348852196079e-06
54026  vsa  2  1.737969773229704e-06  0  7.160348852196079e-06
54027  vsaadev  0  3.475939546459408e-07  1  2.1481046556588235e-05
54028  vsac  0  3.475939546459408e-07  1  2.1481046556588235e-05
54029  vsae  0  3.475939546459408e-07  1  2.1481046556588235e-05
54030  vsbh  0  3.475939546459408e-07  1  2.1481046556588235e-05
54031  vsbhbhzgrpbmc  0  3.475939546459408e-07  1  2.1481046556588235e-05
54032  vsbhnw  0  3.475939546459408e-07  1  2.1481046556588235e-05
54033  vsbhnwywnp  0  3.475939546459408e-07  1  2.1481046556588235e-05
54034  vsbhnwywnpbmc  0  3.475939546459408e-07  1  2.1481046556588235e-05
54035  vsbnrjv  0  3.475939546459408e-07  1  2.1481046556588235e-05
54036  vscj  0  3.475939546459408e-07  1  2.1481046556588235e-05
54037  vscjguy  0  3.475939546459408e-07  1  2.1481046556588235e-05
54038  vsd  0  3.475939546459408e-07  1  2.1481046556588235e-05
54039  vsdcb  0  3.475939546459408e-07  1  2.1481046556588235e-05
54040  vsdcbvzibwb  0  3.475939546459408e-07  1  2.1481046556588235e-05
54041  vsdhmncg  0  3.475939546459408e-07  1  2.1481046556588235e-05
54042  vsdoxr  0  3.475939546459408e-07  1  2.1481046556588235e-05
54043  vse  1  1.0427818639378223e-06  0  7.160348852196079e-06
54044  vsgmlabo  0  3.475939546459408e-07  1  2.1481046556588235e-05
54045  vsgubz  0  3.475939546459408e-07  1  2.1481046556588235e-05
54046  vshop  2  1.737969773229704e-06  0  7.160348852196079e-06
54047  vshx  0  3.475939546459408e-07  1  2.1481046556588235e-05
54048  vsiedl  0  3.475939546459408e-07  1  2.1481046556588235e-05
54049  vsiehptuuh  0  3.475939546459408e-07  1  2.1481046556588235e-05
54050  vsieuttufjtcbbrersrvntihrvihrozsbwzxjzb  0  3.475939546459408e-07  1  2.1481046556588235e-05
54051  vsiezvvfvsrsbsruzfukvo  0  3.475939546459408e-07  1  2.1481046556588235e-05
54052  vsig  0  3.475939546459408e-07  1  2.1481046556588235e-05
54053  vsl  0  3.475939546459408e-07  1  2.1481046556588235e-05
54054  vsmtp  0  3.475939546459408e-07  1  2.1481046556588235e-05
54055  vsmvixz  0  3.475939546459408e-07  1  2.1481046556588235e-05
54056  vsnl  5  3.823533501105349e-06  0  7.160348852196079e-06
54057  vsolycwxr  0  3.475939546459408e-07  1  2.1481046556588235e-05
54058  vsp  0  3.475939546459408e-07  1  2.1481046556588235e-05
54059  vspace  0  3.475939546459408e-07  1  2.1481046556588235e-05
54060  vspg  0  3.475939546459408e-07  1  2.1481046556588235e-05
54061  vspjmurmxpexsbb  0  3.475939546459408e-07  1  2.1481046556588235e-05
54062  vsqvrftfkhifroaxmncmlzignyaxrp  0  3.475939546459408e-07  1  2.1481046556588235e-05
54063  vsr  0  3.475939546459408e-07  1  2.1481046556588235e-05
54064  vsrbkce  0  3.475939546459408e-07  1  2.1481046556588235e-05
54065  vssu  0  3.475939546459408e-07  1  2.1481046556588235e-05
54066  vst  0  3.475939546459408e-07  1  2.1481046556588235e-05
54067  vstcwhplvc  0  3.475939546459408e-07  1  2.1481046556588235e-05
54068  vstwtwsgy  1  1.0427818639378223e-06  0  7.160348852196079e-06
54069  vsu  0  3.475939546459408e-07  1  2.1481046556588235e-05
54070  vsuejoibx  0  3.475939546459408e-07  1  2.1481046556588235e-05
54071  vsukvovexzicagv  0  3.475939546459408e-07  1  2.1481046556588235e-05
54072  vsunf  0  3.475939546459408e-07  1  2.1481046556588235e-05
54073  vswdy  0  3.475939546459408e-07  1  2.1481046556588235e-05
54074  vswl  0  3.475939546459408e-07  1  2.1481046556588235e-05
54075  vsxii  0  3.475939546459408e-07  1  2.1481046556588235e-05
54076  vsyshvx  0  3.475939546459408e-07  1  2.1481046556588235e-05
54077  vsyuj  0  3.475939546459408e-07  1  2.1481046556588235e-05
54078  vsyxrlzcblegnoyw  0  3.475939546459408e-07  1  2.1481046556588235e-05
54079  vsyxrpb  0  3.475939546459408e-07  1  2.1481046556588235e-05
54080  vsz  9  6.604285138272875e-06  0  7.160348852196079e-06
54081  vszcbi  0  3.475939546459408e-07  1  2.1481046556588235e-05
54082  vszcbizsbtdwnodqpizxr  0  3.475939546459408e-07  1  2.1481046556588235e-05
54083  vszcblehbly  0  3.475939546459408e-07  1  2.1481046556588235e-05
54084  vszcboyxbwzw  0  3.475939546459408e-07  1  2.1481046556588235e-05
54085  vszcbsawtlihdpdgggew  0  3.475939546459408e-07  1  2.1481046556588235e-05
54086  vszcbsawtlihrv  0  3.475939546459408e-07  1  2.1481046556588235e-05
54087  vszcbyzwnlaxzlidewmcbvcmrlcnmgb  0  3.475939546459408e-07  1  2.1481046556588235e-05
54088  vszmlyzs  0  3.475939546459408e-07  1  2.1481046556588235e-05
54089  vt  59  4.1363680602866956e-05  0  7.160348852196079e-06
54090  vtaysb  0  3.475939546459408e-07  1  2.1481046556588235e-05
54091  vtbwvyidiwmdiujm  0  3.475939546459408e-07  1  2.1481046556588235e-05
54092  vtc  0  3.475939546459408e-07  1  2.1481046556588235e-05
54093  vtdqhvaiigx  0  3.475939546459408e-07  1  2.1481046556588235e-05
54094  vtel  1  1.0427818639378223e-06  0  7.160348852196079e-06
54095  vtetday  0  3.475939546459408e-07  1  2.1481046556588235e-05
54096  vteu  0  3.475939546459408e-07  1  2.1481046556588235e-05
54097  vtffwadjjolrwf  0  3.475939546459408e-07  1  2.1481046556588235e-05
54098  vtge  0  3.475939546459408e-07  1  2.1481046556588235e-05
54099  vtgxiuqbouuuhuuldi  0  3.475939546459408e-07  1  2.1481046556588235e-05
54100  vthomes  0  3.475939546459408e-07  1  2.1481046556588235e-05
54101  vtihrvihvzzs  0  3.475939546459408e-07  1  2.1481046556588235e-05
54102  vtj  0  3.475939546459408e-07  1  2.1481046556588235e-05
54103  vtkkazmpdsaei  0  3.475939546459408e-07  1  2.1481046556588235e-05
54104  vtknftuvovdoncg  0  3.475939546459408e-07  1  2.1481046556588235e-05
54105  vtkqndqpldmvyew  0  3.475939546459408e-07  1  2.1481046556588235e-05
54106  vtlnt  0  3.475939546459408e-07  1  2.1481046556588235e-05
54107  vtlq  0  3.475939546459408e-07  1  2.1481046556588235e-05
54108  vtm  0  3.475939546459408e-07  1  2.1481046556588235e-05
54109  vtmaaycgi  0  3.475939546459408e-07  1  2.1481046556588235e-05
54110  vtmmwqqsdqqevos  0  3.475939546459408e-07  1  2.1481046556588235e-05
54111  vtmxcl  0  3.475939546459408e-07  1  2.1481046556588235e-05
54112  vtnetlhd  0  3.475939546459408e-07  1  2.1481046556588235e-05
